tournament,tier,archive_index,species,form,held_item,move_1,move_2,move_3,move_4,nature,ev_distribution,ev_hp,ev_attack,ev_defense,ev_speed,ev_sp_attack,ev_sp_defense,player_ivs,opponent_ivs,ability_rule,gender_rule,friendship,availability,trainer_ids,trainer_id_classes,ability_slots,sex_vector,ev_mask,record_form_no,national_dex
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 90-189 (31 IV),760,Sharpedo,Default,Focus Sash,Ice Beam,Hydro Pump,Dark Pulse,Protect,Modest,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 24/24/3),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"90,102,103,148,149,180,181,182,183,192",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 90-189 (31 IV),24/24/3,127,0x18,0,319
Battle Tree,Trainer IDs 90-189 (31 IV),761,Hariyama,Default,Sitrus Berry,Belly Drum,Brick Break,Counter,Bullet Punch,Careful,255 Defense / 255 Sp. Def,0,0,255,0,0,255,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 47/62/125),PID-derived species ratio (sex_vector=63),255,Battle Tree NPC / Battle Agency,"90,96,99,170,171,182,183",Trainer IDs 90-189 (31 IV),47/62/125,63,0x24,0,297
Battle Tree,Trainer IDs 90-189 (31 IV),762,Vespiquen,Default,Custap Berry,Attack Order,U-turn,Aerial Ace,Destiny Bond,Brave,255 HP / 255 Attack,255,255,0,0,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 46/46/127),Female-only,255,Battle Tree NPC / Battle Agency,"97,98,99,178,179,182,183",Trainer IDs 90-189 (31 IV),46/46/127,254,0x03,0,416
Battle Tree,Trainer IDs 90-189 (31 IV),763,Raichu,Default,Air Balloon,Fake Out,Volt Tackle,Reversal,Light Screen,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 9/9/31),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"90,102,103,122,142,143,164,165",Trainer IDs 90-189 (31 IV),9/9/31,127,0x0a,0,26
Battle Tree,Trainer IDs 90-189 (31 IV),764,Glalie,Default,Glalitite,Earthquake,Explosion,Protect,Freeze-Dry,Naive,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 39/115/141),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"90,102,103,148,149,182,183",Trainer IDs 90-189 (31 IV),39/115/141,127,0x0a,0,362
Battle Tree,Trainer IDs 90-189 (31 IV),765,Manectric,Default,Choice Scarf,Switcheroo,Thunder,Volt Switch,Overheat,Timid,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 9/31/58),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"97,98,99,122,142,143,164,165",Trainer IDs 90-189 (31 IV),9/31/58,127,0x18,0,310
Battle Tree,Trainer IDs 90-189 (31 IV),766,Staraptor,Default,Flyinium Z,Brave Bird,Double-Edge,Roost,Feather Dance,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 22/22/120),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"97,98,99,146,147,172,175",Trainer IDs 90-189 (31 IV),22/22/120,127,0x0a,0,398
Battle Tree,Trainer IDs 90-189 (31 IV),767,Gastrodon,Default,Leftovers,Amnesia,Curse,Earthquake,Waterfall,Bold,255 Defense / 255 Sp. Def,0,0,255,0,0,255,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 60/114/159),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"90,102,103,110,111,162,163,164,165,178,179,180,181",Trainer IDs 90-189 (31 IV),60/114/159,127,0x24,0,423
Battle Tree,Trainer IDs 90-189 (31 IV),768,Camerupt,Default,Cameruptite,Earth Power,Heat Wave,Flash Cannon,Protect,Quiet,255 HP / 255 Sp. Atk,255,0,0,0,255,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 40/116/83),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"97,98,99,178,179,182,183",Trainer IDs 90-189 (31 IV),40/116/83,127,0x11,0,323
Battle Tree,Trainer IDs 90-189 (31 IV),769,Sawk,Default,Life Orb,Close Combat,Earthquake,Stone Edge,Taunt,Adamant,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 5/39/104),Male-only,255,Battle Tree NPC / Battle Agency,"90,96,99,170,171",Trainer IDs 90-189 (31 IV),5/39/104,0,0x0a,0,539
Battle Tree,Trainer IDs 90-189 (31 IV),770,Throh,Default,Flame Orb,Protect,Earthquake,Storm Throw,Payback,Brave,255 Attack / 255 Sp. Def,0,255,0,0,0,255,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 62/39/104),Male-only,255,Battle Tree NPC / Battle Agency,"90,96,99,170,171",Trainer IDs 90-189 (31 IV),62/39/104,0,0x22,0,538
Battle Tree,Trainer IDs 90-189 (31 IV),771,Unfezant,Default,Bright Powder,Detect,Feather Dance,Toxic,Fly,Impish,255 HP / 255 Sp. Def,255,0,0,0,0,255,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 145/105/79),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"97,98,99",Trainer IDs 90-189 (31 IV),145/105/79,127,0x21,0,521
Battle Tree,Trainer IDs 90-189 (31 IV),772,Pelipper,Default,Waterium Z,Rain Dance,Hurricane,Hydro Pump,Ice Beam,Timid,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 51/2/44),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"99,100,101,144,145,154,156,170,171,180,181",Trainer IDs 90-189 (31 IV),51/2/44,127,0x18,0,279
Battle Tree,Trainer IDs 90-189 (31 IV),773,Amoonguss,Default,Black Sludge,Giga Drain,Spore,Clear Smog,Synthesis,Calm,255 HP / 255 Sp. Def,255,0,0,0,0,255,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 27/27/144),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"97,98,99,148,149,162,163,176,177,182,183",Trainer IDs 90-189 (31 IV),27/27/144,127,0x21,0,591
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 90-189 (31 IV),774,Electrode,Default,Damp Rock,Rain Dance,Thunder,Taunt,Light Screen,Timid,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 43/9/106),Genderless,255,Battle Tree NPC / Battle Agency,"100,101,104,105,142,143,150,151,154,156,162,163,164,165,195",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 90-189 (31 IV),43/9/106,255,0x18,0,101
Battle Tree,Trainer IDs 90-189 (31 IV),775,Ludicolo,Default,Kee Berry,Fake Out,Hydro Pump,Leech Seed,Grass Knot,Modest,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 33/44/20),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"99,100,101,144,145,154,156,170,171,180,181",Trainer IDs 90-189 (31 IV),33/44/20,127,0x18,0,272
Battle Tree,Trainer IDs 90-189 (31 IV),776,Shiftry,Default,Focus Sash,Fake Out,X-Scissor,Leaf Blade,Protect,Adamant,255 Attack / 255 Defense,0,255,255,0,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 34/48/124),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"99,108,109,148,149,155,157,170,171",Trainer IDs 90-189 (31 IV),34/48/124,127,0x06,0,275
Battle Tree,Trainer IDs 90-189 (31 IV),777,Exploud,Default,Life Orb,Blizzard,Hyper Voice,Focus Blast,Shadow Ball,Timid,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 43/43/113),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"102,103,106,107,148,149",Trainer IDs 90-189 (31 IV),43/43/113,127,0x18,0,295
Battle Tree,Trainer IDs 90-189 (31 IV),778,Lopunny,Default,Lopunnite,High Jump Kick,Quick Attack,Ice Punch,Double Hit,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 56/103/7),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"96,97,98,170,171",Trainer IDs 90-189 (31 IV),56/103/7,127,0x0a,0,428
Battle Tree,Trainer IDs 90-189 (31 IV),779,Froslass,Default,Focus Sash,Blizzard,Icy Wind,Shadow Ball,Destiny Bond,Timid,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 81/81/130),Female-only,255,Battle Tree NPC / Battle Agency,"97,98,99,144,145,182,183",Trainer IDs 90-189 (31 IV),81/81/130,254,0x18,0,478
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 90-189 (31 IV),780,Lilligant,Default,Grassium Z,Solar Beam,Teeter Dance,Charm,Leech Seed,Bold,127 HP / 127 Defense / 127 Speed / 127 Sp. Atk,127,0,127,127,127,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 34/20/102),Female-only,255,Battle Tree NPC / Battle Agency,"99,108,109,144,145,155,157,187,201",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 90-189 (31 IV),34/20/102,254,0x1d,0,549
Battle Tree,Trainer IDs 90-189 (31 IV),781,Darmanitan,Default,Choice Scarf,Flare Blitz,Stone Edge,U-turn,Superpower,Impish,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 125/125/161),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"99,108,109,155,157,158,159,182,183",Trainer IDs 90-189 (31 IV),125/125/161,127,0x0a,0,555
Battle Tree,Trainer IDs 90-189 (31 IV),782,Ambipom,Default,King's Rock,Fling,Taunt,Return,Payback,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 101/53/92),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"96,97,98,144,145,152,153,170,171",Trainer IDs 90-189 (31 IV),101/53/92,127,0x0a,0,424
Battle Tree,Trainer IDs 90-189 (31 IV),783,Cofagrigus,Default,Leftovers,Will-O-Wisp,Toxic,Hex,Calm Mind,Bold,255 HP / 255 Sp. Def,255,0,0,0,0,255,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 152/152/152),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"93,94,95,176,177",Trainer IDs 90-189 (31 IV),152/152/152,127,0x21,0,563
Battle Tree,Trainer IDs 90-189 (31 IV),784,Golurk,Default,Iron Ball,Hammer Arm,Earthquake,Shadow Punch,Fling,Brave,255 HP / 255 Attack,255,255,0,0,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 89/103/99),Genderless,255,Battle Tree NPC / Battle Agency,"96,97,98,164,165",Trainer IDs 90-189 (31 IV),89/103/99,255,0x03,0,623
Battle Tree,Trainer IDs 90-189 (31 IV),785,Durant,Default,Focus Sash,Entrainment,X-Scissor,Iron Head,Protect,Jolly,255 HP / 255 Speed,255,0,0,255,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 68/55/54),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"90,97,98,142,143",Trainer IDs 90-189 (31 IV),68/55/54,127,0x09,0,632
Battle Tree,Battle Agency event IDs 207-208 (31 IV) / Trainer IDs 90-189 (31 IV),786,Golem,Alolan,Weakness Policy,Rock Slide,Earthquake,Explosion,Rock Polish,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 42/5/206),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"90,102,103,140,141,162,163,164,165,207",Battle Agency event IDs 207-208 (31 IV); Trainer IDs 90-189 (31 IV),42/5/206,127,0x0a,1,76
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 90-189 (31 IV),787,Slowbro,Default,Slowbronite,Psychic,Surf,Blizzard,Trick Room,Quiet,255 HP / 255 Sp. Atk,255,0,0,0,255,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 12/20/144),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"93,94,95,110,111,140,141,176,177,180,181,187,202",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 90-189 (31 IV),12/20/144,127,0x11,0,80
Battle Tree,Trainer IDs 90-189 (31 IV),788,Weezing,Default,Chesto Berry,Toxic,Will-O-Wisp,Stockpile,Rest,Careful,255 HP / 255 Sp. Def,255,0,0,0,0,255,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 26/26/26),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"97,98,99,148,149,162,163",Trainer IDs 90-189 (31 IV),26/26/26,127,0x21,0,110
Battle Tree,Battle Agency event IDs 207-208 (31 IV) / Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 90-189 (31 IV),789,Kangaskhan,Default,Kangaskhanite,Fake Out,Double-Edge,Earthquake,Sucker Punch,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 48/113/39),Female-only,255,Battle Tree NPC / Battle Agency,"96,102,103,106,107,184,185,188,199,208",Battle Agency event IDs 207-208 (31 IV); Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 90-189 (31 IV),48/113/39,254,0x0a,0,115
Battle Tree,Trainer IDs 90-189 (31 IV),790,Tauros,Default,Sitrus Berry,Toxic,Protect,Double Team,Earthquake,Careful,255 HP / 255 Sp. Def,255,0,0,0,0,255,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 22/83/125),Male-only,255,Battle Tree NPC / Battle Agency,"102,103,106,107,146,147,170,171,184,185",Trainer IDs 90-189 (31 IV),22/83/125,0,0x21,0,128
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 90-189 (31 IV),791,Spiritomb,Default,Custap Berry,Will-O-Wisp,Sucker Punch,Substitute,Pain Split,Careful,255 HP / 255 Sp. Def,255,0,0,0,0,255,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 46/46/151),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"97,98,99,148,149,178,179,184,185,196",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 90-189 (31 IV),46/46/151,127,0x21,0,442
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 90-189 (31 IV),792,Whimsicott,Default,Fairium Z,Moonblast,Tailwind,Swagger,Energy Ball,Calm,255 HP / 255 Sp. Def,255,0,0,0,0,255,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 158/151/34),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"99,108,109,123,127,144,145,152,153,155,157,202",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 90-189 (31 IV),158/151/34,127,0x21,0,547
Battle Tree,Trainer IDs 90-189 (31 IV),793,Druddigon,Default,Choice Band,Outrage,Earthquake,Superpower,Dragon Tail,Adamant,255 HP / 255 Attack,255,255,0,0,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 24/125/104),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"96,97,98",Trainer IDs 90-189 (31 IV),24/125/104,127,0x03,0,621
Battle Tree,Trainer IDs 90-189 (31 IV),794,Musharna,Default,Chesto Berry,Stored Power,Calm Mind,Shadow Ball,Rest,Relaxed,255 Defense / 255 Sp. Def,0,0,255,0,0,255,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 108/28/140),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"97,98,99,126,144,145,176,177,187",Trainer IDs 90-189 (31 IV),108/28/140,127,0x24,0,518
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 90-189 (31 IV),795,Scrafty,Default,Leftovers,Bulk Up,Payback,Protect,Drain Punch,Careful,255 HP / 255 Sp. Def,255,0,0,0,0,255,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 61/153/22),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"96,97,98,146,147,148,149,170,171,192",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 90-189 (31 IV),61/153/22,127,0x21,0,560
Battle Tree,Trainer IDs 90-189 (31 IV),796,Ferrothorn,Default,Leftovers,Curse,Seed Bomb,Gyro Ball,Ingrain,Sassy,255 HP / 255 Sp. Def,255,0,0,0,0,255,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 160/160/107),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"93,94,95,142,143,164,165,176,177",Trainer IDs 90-189 (31 IV),160/160/107,127,0x21,0,598
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 90-189 (31 IV),797,Alakazam,Default,Choice Specs,Psychic,Focus Blast,Dazzling Gleam,Trick,Timid,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 28/39/98),PID-derived species ratio (sex_vector=63),255,Battle Tree NPC / Battle Agency,"99,104,105,142,143,148,149,152,153,160,161,170,171,191,193",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 90-189 (31 IV),28/39/98,63,0x18,0,65
Battle Tree,Trainer IDs 90-189 (31 IV),798,Slowking,Default,Waterium Z,Psychic,Surf,Ice Beam,Trick Room,Quiet,255 HP / 255 Sp. Def,255,0,0,0,0,255,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 12/20/144),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"93,94,95,110,111,126,140,141,176,177,180,181,187",Trainer IDs 90-189 (31 IV),12/20/144,127,0x21,0,199
Battle Tree,Trainer IDs 90-189 (31 IV),799,Jellicent,Default,Sitrus Berry,Scald,Hex,Will-O-Wisp,Recover,Bold,255 HP / 255 Defense,255,0,255,0,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 11/130/6),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"93,94,95,180,181",Trainer IDs 90-189 (31 IV),11/130/6,127,0x05,0,593
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 90-189 (31 IV),800,Altaria,Default,Wide Lens,Cotton Guard,Sing,Moonblast,Dream Eater,Calm,255 HP / 255 Sp. Def,255,0,0,0,0,255,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 30/30/13),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"90,96,99,144,145,194",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 90-189 (31 IV),30/30/13,127,0x21,0,334
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 90-189 (31 IV),801,Toxicroak,Default,Wide Lens,Cross Chop,Sucker Punch,Poison Jab,Taunt,Adamant,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 107/87/143),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"96,97,98,148,149,162,163,170,171,198",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 90-189 (31 IV),107/87/143,127,0x0a,0,454
